Ca44          0.12954E-03  0.13268E-03  0.24361E-03  0.15691E-03
Ca46          0.24638E-07  0.26627E-07  0.11003E-06  0.18999E-06
Ca48          0.11907E-06  0.15119E-06  0.18137E-06  0.21356E-06
Sc45          0.21324E-06  0.31824E-06  0.55494E-06  0.10407E-05
Ti46          0.37864E-05  0.13444E-04  0.12966E-04  0.15192E-04
Ti47          0.48281E-05  0.27966E-04  0.32710E-04  0.19266E-04
Ti48          0.16530E-03  0.18012E-03  0.32479E-03  0.33322E-03
Ti49          0.26981E-05  0.27442E-05  0.54145E-05  0.87626E-05
Ti50          0.40863E-06  0.74985E-06  0.90454E-06  0.76268E-06
V_50          0.71749E-08  0.12287E-07  0.17168E-07  0.50514E-07
V_51          0.11929E-04  0.54521E-04  0.47282E-04  0.27512E-04
Cr50          0.12405E-04  0.20056E-04  0.26765E-04  0.54864E-04
Cr52          0.73864E-03  0.89853E-03  0.15251E-02  0.29708E-02
Cr53          0.39705E-04  0.38062E-04  0.71082E-04  0.16267E-03
Cr54          0.11505E-05  0.19467E-05  0.22763E-05  0.19736E-05
Mn55          0.10855E-03  0.11214E-03  0.19591E-03  0.46574E-03
Fe54          0.83978E-03  0.11834E-02  0.19434E-02  0.40565E-02
Fe56          0.80629E-01  0.14982E+00  0.20020E+00  0.25891E+00
Fe57          0.20454E-02  0.27882E-02  0.38266E-02  0.42097E-02
Fe58          0.39341E-04  0.68368E-04  0.77656E-04  0.65982E-04
Co59          0.15451E-03  0.65957E-03  0.78608E-03  0.44887E-03
Ni58          0.56613E-03  0.10995E-02  0.16932E-02  0.13884E-02
Ni60          0.27528E-02  0.61689E-02  0.70165E-02  0.79312E-02
Ni61          0.84287E-04  0.11449E-03  0.13140E-03  0.13110E-03
Ni62          0.54940E-04  0.10268E-03  0.11565E-03  0.11723E-03
Ni64          0.18202E-04  0.37792E-04  0.48737E-04  0.44767E-04
Cu63          0.14596E-04  0.33643E-04  0.38817E-04  0.26223E-04
Cu65          0.77879E-05  0.14495E-04  0.20816E-04  0.21694E-04
Zn64          0.33346E-03  0.52347E-03  0.78526E-03  0.65089E-03
Zn66          0.17167E-04  0.24630E-04  0.41049E-04  0.48872E-04
Zn67          0.16809E-05  0.34956E-05  0.48403E-05  0.25539E-05
Zn68          0.78474E-05  0.16671E-04  0.24878E-04  0.28903E-04
Zn70          0.24216E-07  0.23713E-07  0.10762E-06  0.19030E-06
Ga69          0.12088E-05  0.21546E-05  0.38403E-05  0.41562E-05
Ga71          0.84838E-06  0.18004E-05  0.30235E-05  0.33983E-05
Ge70          0.21683E-05  0.43526E-05  0.75741E-05  0.77389E-05
Ge72          0.17115E-05  0.37458E-05  0.61293E-05  0.99198E-05
Ge73          0.31359E-06  0.63446E-06  0.11474E-05  0.50834E-06
Ge74          0.31800E-05  0.80251E-05  0.13426E-04  0.15389E-04
