3.00 0.0080 0.694    si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    si28     28   4.4272747E-07  6.0348667E-04  6.0304394E-04  2.6170281E-04  2.6152792E-04  2.9034351E-04
3.00 0.0080 0.694    si29     29   1.2482633E-06  3.2885397E-05  3.1637133E-05  1.4260797E-05  1.3720383E-05  1.6777575E-02
3.00 0.0080 0.694    si30     30   3.1023555E-06  2.4823907E-05  2.1721551E-05  1.0764920E-05  9.4201960E-06  5.7950880E-02
3.00 0.0080 0.694    si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    si32     32   1.6927975E-13  1.6927975E-13  0.0000000E+00  7.3408395E-14  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     p31     31   2.1345554E-06  9.6658132E-06  7.5312578E-06  4.1915928E-06  3.2661540E-06  1.0834245E-01
3.00 0.0080 0.694     p32     32   4.3213877E-17  4.3213877E-17  0.0000000E+00  1.8739755E-17  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694     s32     32  -3.8031139E-06  3.6174292E-04  3.6554603E-04  1.5687030E-04  1.5852990E-04 -4.5704735E-03
3.00 0.0080 0.694     s33     33   2.7133797E-07  3.2469293E-06  2.9755913E-06  1.4080352E-06  1.2904536E-06  3.7871145E-02
3.00 0.0080 0.694     s34     34  -2.5451300E-08  1.7251124E-04  1.7253669E-04  7.4809730E-05  7.4825664E-05 -9.2500421E-05
3.00 0.0080 0.694     s35     35   2.5820236E-07  2.5820236E-07  0.0000000E+00  1.1196980E-07  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    fe54     54  -3.8005091E-06  6.2060892E-05  6.5861401E-05  2.6912789E-05  2.8562754E-05 -2.5841376E-02
3.00 0.0080 0.694    fe55     55   8.5942304E-07  8.5942304E-07  0.0000000E+00  3.7268995E-07  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    fe56     56  -3.1667994E-05  1.0482356E-03  1.0799036E-03  4.5456877E-04  4.6833229E-04 -1.2954509E-02
3.00 0.0080 0.694    fe57     57   9.6556869E-06  3.6029563E-05  2.6373877E-05  1.5624270E-05  1.1437815E-05  1.3545664E-01
3.00 0.0080 0.694    fe58     58   1.3310934E-05  1.6726182E-05  3.4152479E-06  7.2533317E-06  1.4811237E-06  6.8994617E-01
3.00 0.0080 0.694    fe59     59   1.1130501E-38  1.1130501E-38  0.0000000E+00  4.8267571E-39  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    fe60     60   4.0354951E-07  4.0354951E-07  0.0000000E+00  1.7499978E-07  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    co59     59   2.7682286E-06  5.8702581E-06  3.1020295E-06  2.5456452E-06  1.3452873E-06  2.7698287E-01
3.00 0.0080 0.694    co60     60   1.4181750E-12  1.4181750E-12  0.0000000E+00  6.1499352E-13  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    ni58     58  -2.7519091E-06  4.2918702E-05  4.5670611E-05  1.8611752E-05  1.9806417E-05 -2.7018648E-02
3.00 0.0080 0.694    ni59     59   4.4234977E-08  4.4234977E-08  0.0000000E+00  1.9182558E-08  0.0000000E+00  0.0000000E+00
3.00 0.0080 0.694    ni60     60   8.6308683E-07  1.8950863E-05  1.8087776E-05  8.2180668E-06  7.8443018E-06  2.0215370E-02
3.00 0.0080 0.694    ni61     61   1.4746309E-05  1.5540169E-05  7.9385939E-07  6.7390151E-06  3.4428072E-07  1.2916837E+00
3.00 0.0080 0.694    ni62     62  -2.5608533E-06  3.5901513E-09  2.5644435E-06  1.5568740E-09  1.1121472E-06 -2.8539088E+00
3.00 0.0040 0.731       g      1   5.1210932E-06  5.1468214E-06  2.5728196E-08  2.2683214E-06  1.1339757E-08  2.3011010E+00
3.00 0.0040 0.731       n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731       p      1  -1.6018128E-01  1.5381784E+00  1.6983597E+00  6.7791027E-01  7.4855560E-01 -4.3051861E-02
3.00 0.0040 0.731       d      2   1.3013481E-17  1.3013481E-17  0.0000000E+00  5.7353374E-18  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     he3      3   2.4403294E-04  2.4403294E-04  0.0000000E+00  1.0755088E-04  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     he4      4   1.1698389E-01  6.7886776E-01  5.6188387E-01  2.9919249E-01  2.4765149E-01  8.2109727E-02
3.00 0.0040 0.731     li7      7  -4.2080921E-09  2.4445727E-11  4.2325379E-09  1.0773788E-11  1.8655000E-09 -2.2384269E+00
3.00 0.0040 0.731     be7      7   5.9234329E-14  5.9234329E-14  0.0000000E+00  2.6105918E-14  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731      b8      8   2.8096760E-29  2.8096760E-29  0.0000000E+00  1.2382882E-29  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     c12     12   3.4033157E-02  3.5409290E-02  1.3761343E-03  1.5605681E-02  6.0653407E-04  1.4104276E+00
3.00 0.0040 0.731     c13     13   1.9829085E-05  3.6391044E-05  1.6561959E-05  1.6038362E-05  7.2997177E-06  3.4185395E-01
3.00 0.0040 0.731     c14     14   4.0560195E-08  4.0560195E-08  0.0000000E+00  1.7875802E-08  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     n14     14   7.1479531E-04  1.2162036E-03  5.0140824E-04  5.3600862E-04  2.2099674E-04  3.8478595E-01
3.00 0.0040 0.731     n15     15  -1.2263172E-06  7.5384696E-07  1.9801641E-06  3.3223753E-07  8.7276146E-07 -4.1944689E-01
3.00 0.0040 0.731     o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     o16     16   4.6446314E-04  4.8193079E-03  4.3548448E-03  2.1239787E-03  1.9194069E-03  4.3983106E-02
3.00 0.0040 0.731     o17     17   1.7122455E-05  1.8886725E-05  1.7642699E-06  8.3238101E-06  7.7760563E-07  1.0295627E+00
3.00 0.0040 0.731     o18     18  -3.8943226E-06  5.9410040E-06  9.8353266E-06  2.6183359E-06  4.3349410E-06 -2.1895781E-01
3.00 0.0040 0.731     o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731     f19     19   1.4083469E-05  1.4267346E-05  1.8387716E-07  6.2879444E-06  8.1044249E-08  1.8897865E+00
3.00 0.0040 0.731     f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    ne20     20   1.5152234E-04  8.8660978E-04  7.3508744E-04  3.9074913E-04  3.2399135E-04  8.1364594E-02
3.00 0.0040 0.731    ne21     21   8.0323598E-06  9.9059926E-06  1.8736330E-06  4.3657965E-06  8.2580766E-07  7.2318459E-01
3.00 0.0040 0.731    ne22     22   6.9082505E-03  6.9673667E-03  5.9116261E-05  3.0706772E-03  2.6055615E-05  2.0713329E+00
3.00 0.0040 0.731    ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    na22     22   6.9609749E-20  6.9609749E-20  0.0000000E+00  3.0678601E-20  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    na23     23   1.0656596E-04  1.2172738E-04  1.5161423E-05  5.3648029E-05  6.6824286E-06  9.0461946E-01
3.00 0.0040 0.731    na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3.00 0.0040 0.731    mg24     24   3.3534961E-05  2.6732584E-04  2.3379088E-04  1.1781658E-04  1.0304382E-04  5.8184449E-02
3.00 0.0040 0.731    mg25     25   1.8292216E-04  2.1364763E-04  3.0725470E-05  9.4159375E-05  1.3542315E-05  8.4217066E-01
3.00 0.0040 0.731    mg26     26   2.7582760E-04  3.1107088E-04  3.5243276E-05  1.3709602E-04  1.5533549E-05  9.4575417E-01
3.00 0.0040 0.731    mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
