5.50 0.0200   30   8.986281E-01  3.924310E-03  1.787946E+01  3.056943E-03  9.256412E-01  7.789760E-01  3.562384E+08  7.439952E+07  8.410738E+07  7.222899E+03  3.848205E+00  3.268731E+04  2.298195E+08  6.845101E+02 -6.565948E+00  3.075944E+03
5.50 0.0200   31   8.988518E-01  3.982842E-03  1.833540E+01  3.110707E-03  9.481841E-01  7.810269E-01  3.579272E+08  7.072789E+07  8.356795E+07  7.234005E+03  3.550416E+00  3.117554E+04  2.821313E+08  6.927697E+02 -6.514535E+00  3.021262E+03
5.50 0.0200   32   8.991021E-01  4.025578E-03  1.932490E+01  3.192484E-03  9.498652E-01  7.930499E-01  3.597558E+08  6.386940E+07  8.304343E+07  7.559440E+03  3.253977E+00  2.967930E+04  3.032891E+08  7.054451E+02 -6.461134E+00  2.969948E+03
5.50 0.0200   33   8.993638E-01  4.084051E-03  1.889785E+01  3.295541E-03  9.540819E-01  8.069295E-01  3.584368E+08  4.786268E+07  8.241666E+07  8.056035E+03  2.951072E+00  2.827756E+04  3.358442E+08  7.350884E+02 -6.408605E+00  2.903446E+03
5.50 0.0200   34   8.996419E-01  4.163861E-03  2.091487E+01  3.363609E-03  9.412079E-01  8.078101E-01  3.524031E+08  3.013776E+07  8.184496E+07  8.581331E+03  2.638166E+00  2.729572E+04  4.096188E+08  7.780516E+02 -6.370237E+00  2.828003E+03
5.50 0.0200   35   8.998610E-01  4.166842E-03  2.057195E+01  3.325582E-03  9.282447E-01  7.981061E-01  3.502036E+08  1.476071E+07  8.133163E+07  8.786222E+03  2.324462E+00  2.658934E+04  4.413322E+08  8.362338E+02 -6.341769E+00  2.736223E+03
5.50 0.0200   36   9.000473E-01  4.188061E-03  2.014554E+01  3.377318E-03  9.616768E-01  8.064158E-01  3.672247E+08  1.728600E+07  8.130980E+07  8.556476E+03  2.017425E+00  2.677451E+04  4.632477E+08  8.253397E+02 -6.349304E+00  2.773467E+03
4.50 0.0080    1   8.468772E-01  3.289878E-03  5.202118E+01  0.000000E+00  0.000000E+00  0.000000E+00  2.162769E+08  9.514580E+06  7.017289E+07  0.000000E+00  4.470576E+00  1.618872E+04  5.544404E+04  3.426166E+02 -5.803031E+00  3.629686E+03
4.50 0.0080    2   8.479848E-01  4.438341E-03  3.784016E+01  3.540516E-05  3.285035E-02  7.977116E-03  2.380659E+08  1.320559E+07  7.228728E+07  5.960078E+03  4.470572E+00  1.734810E+04  3.013348E+05  3.618997E+02 -5.878130E+00  3.607465E+03
4.50 0.0080    3   8.492517E-01  4.496157E-03  3.321581E+01  4.206300E-04  3.229748E-01  9.355322E-02  2.504364E+08  1.609997E+07  7.365029E+07  6.836290E+03  4.470565E+00  1.811957E+04  5.928598E+05  3.742992E+02 -5.925369E+00  3.594824E+03
4.50 0.0080    4   8.503962E-01  4.530072E-03  1.626974E+01  1.024067E-03  6.543398E-01  2.260598E-01  2.616478E+08  1.924115E+07  7.493410E+07  7.307460E+03  4.470553E+00  1.885664E+04  1.158538E+06  3.862408E+02 -5.968661E+00  3.575666E+03
