Z=     0.0000
M                      0.9          1.0          1.2          1.5          1.8          1.9          2.0          2.2          2.5          3.0          3.5          4.0          4.5          5.0          5.5          6.0          6.5          7.0          8.0         10.0         11.0         13.0         15.0         18.0         20.0         25.0         30.0         40.0        100.0        140.0        140.0        150.0        170.0        200.0        270.0        300.0
E                       0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           1.           1.           1.           1.           1.           1.           1.           1.           1.           1.           9.          16.          28.          44.          49.          50.
Mrem                 0.798        0.843        0.902        0.962        1.021        1.056        1.080        1.085        1.090        1.101        1.103        1.105        1.107        1.109        1.110        1.112        1.114        1.116        1.120        1.150        1.500        1.570        1.480        1.650        1.660        1.920        2.070        2.890       10.430       13.199        0.000        0.000        0.000        0.000        0.000        0.000
Ne 22          0.14367E-05  0.66559E-05  0.11098E-04  0.11542E-04  0.79883E-05  0.39369E-05  0.43624E-06  0.19619E-05  0.40800E-05  0.10093E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.29077E-06  0.19846E-06  0.16064E-04  0.25736E-04  0.69231E-04  0.20155E-04  0.85699E-04  0.67483E-05  0.17470E-02  0.23860E-02  0.82971E-03  0.88897E-03  0.10210E-02  0.22510E-03  0.76230E-03  0.95090E-03
Na 23          0.38327E-07  0.17752E-06  0.40737E-06  0.65277E-06  0.91372E-06  0.10777E-05  0.11902E-05  0.39077E-05  0.76341E-05  0.18114E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13683E-04  0.14409E-03  0.24470E-02  0.20781E-02  0.29023E-02  0.10266E-02  0.14159E-02  0.18427E-03  0.49877E-02  0.67516E-02  0.87489E-02  0.93738E-02  0.57620E-02  0.69990E-02  0.71590E-02  0.72152E-02
Mg 24          0.46156E-07  0.21382E-06  0.37142E-06  0.41691E-06  0.35029E-06  0.25651E-06  0.17157E-06  0.23951E-06  0.31681E-06  0.49952E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.28127E-01  0.86196E-01  0.68211E-01  0.15690E+00  0.15026E+00  0.11972E+00  0.22647E+00  0.47787E+00  0.16986E+01  0.21469E+01  0.25751E+01  0.27590E+01  0.19430E+01  0.30750E+01  0.47780E+01  0.53759E+01
Mg 25          0.11716E-07  0.49699E-07  0.23520E-06  0.55796E-06  0.10180E-05  0.13599E-05  0.16152E-05  0.60824E-05  0.12246E-04  0.29664E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.45274E-04  0.15594E-03  0.29789E-03  0.58257E-03  0.11642E-03  0.39690E-04  0.24380E-03  0.42824E-03  0.36693E-02  0.48595E-02  0.39856E-02  0.42703E-02  0.12640E-02  0.12680E-02  0.18210E-01  0.24158E-01
Mg 26          0.30682E-08  0.64341E-08  0.74682E-06  0.22909E-05  0.46386E-05  0.64330E-05  0.77900E-05  0.27889E-04  0.55565E-04  0.13364E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.35436E-04  0.71701E-04  0.39931E-03  0.87675E-03  0.23840E-03  0.50899E-04  0.13161E-03  0.12643E-03  0.14203E-02  0.18954E-02  0.21622E-02  0.23166E-02  0.37488E-03  0.40675E-03  0.55330E-02  0.73327E-02
Al 27          0.29791E-08  0.25667E-10  0.11623E-06  0.35990E-06  0.73101E-06  0.10149E-05  0.12296E-05  0.33101E-05  0.61276E-05  0.13973E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.72545E-03  0.37764E-02  0.13693E-02  0.31421E-02  0.13667E-02  0.80797E-03  0.26266E-02  0.14684E-01  0.29723E-01  0.35245E-01  0.26196E-01  0.28067E-01  0.20380E-01  0.15570E-01  0.86210E-01  0.11101E+00
Si 28          0.67919E-08  0.25893E-11  0.53645E-07  0.16613E-06  0.33746E-06  0.46851E-06  0.56764E-06  0.92182E-06  0.13614E-05  0.24966E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20425E-01  0.80380E-01  0.73241E-01  0.11620E+00  0.99380E-01  0.35086E+00  0.24790E+00  0.10248E+01  0.26482E+01  0.32443E+01  0.44476E+01  0.47653E+01  0.16160E+02  0.21220E+02  0.26950E+02  0.28962E+02
Si 29          0.78463E-09  0.12917E-12  0.11034E-07  0.34174E-07  0.69418E-07  0.96375E-07  0.11677E-06  0.20011E-06  0.30542E-06  0.58195E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12091E-03  0.74984E-03  0.23857E-03  0.44213E-03  0.18153E-03  0.27125E-03  0.58845E-03  0.26020E-02  0.86920E-02  0.10928E-01  0.20750E-01  0.22232E-01  0.21920E-01  0.14120E-01  0.58760E-01  0.74432E-01
Si 30          0.18762E-09  0.28788E-13  0.29016E-08  0.89863E-08  0.18254E-07  0.25343E-07  0.30705E-07  0.50971E-07  0.76322E-07  0.14228E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17249E-03  0.14221E-02  0.14923E-03  0.34464E-03  0.10965E-03  0.75352E-04  0.25487E-03  0.40635E-02  0.69797E-02  0.80506E-02  0.31007E-02  0.33222E-02  0.20430E-03  0.96650E-03  0.43310E-01  0.58176E-01
P  31          0.14912E-08  0.32518E-12  0.45373E-07  0.14052E-06  0.28545E-06  0.39630E-06  0.48015E-06  0.78123E-06  0.11552E-05  0.21216E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.48940E-04  0.48814E-03  0.56284E-04  0.13168E-03  0.80055E-04  0.84707E-04  0.11698E-03  0.16045E-02  0.26752E-02  0.30684E-02  0.21144E-02  0.22654E-02  0.40270E-03  0.74930E-03  0.31010E-01  0.41634E-01
S  32          0.29696E-09  0.19222E-12  0.16257E-07  0.50348E-07  0.10227E-06  0.14199E-06  0.17203E-06  0.24094E-06  0.31957E-06  0.50601E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.78920E-02  0.23668E-01  0.32037E-01  0.40654E-01  0.53124E-01  0.18500E+00  0.11566E+00  0.37264E+00  0.12589E+01  0.15843E+01  0.16848E+01  0.18051E+01  0.86630E+01  0.13100E+02  0.15780E+02  0.16721E+02
S  33          0.42310E-10  0.52732E-14  0.80264E-09  0.24858E-08  0.50495E-08  0.70104E-08  0.84937E-08  0.12556E-07  0.17377E-07  0.29290E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.15277E-04  0.89761E-04  0.75476E-04  0.10303E-03  0.19764E-03  0.27441E-03  0.16510E-03  0.80975E-03  0.25178E-02  0.31450E-02  0.59455E-02  0.63702E-02  0.12210E-01  0.60680E-02  0.33820E-01  0.43563E-01
S  34          0.14879E-10  0.20680E-13  0.48315E-09  0.14963E-08  0.30394E-08  0.42196E-08  0.51125E-08  0.89989E-08  0.13947E-07  0.27029E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40000E-04  0.27936E-03  0.20151E-03  0.28451E-03  0.48955E-03  0.42378E-03  0.84176E-04  0.15936E-02  0.45324E-02  0.56116E-02  0.54061E-02  0.57922E-02  0.70650E-03  0.10850E-03  0.27190E-01  0.36698E-01
S  36          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.15408E-08  0.14789E-07  0.14324E-08  0.53435E-08  0.25605E-08  0.34145E-09  0.70383E-09  0.31935E-07  0.14602E-06  0.18791E-06  0.46753E-07  0.50093E-07  0.67760E-09  0.48210E-09  0.79810E-06  0.10781E-05
Cl 35          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.35995E-05  0.54833E-04  0.14645E-04  0.26438E-04  0.68760E-04  0.54167E-04  0.22967E-04  0.21555E-03  0.39618E-03  0.46251E-03  0.58144E-03  0.62297E-03  0.30450E-03  0.12660E-03  0.18740E-01  0.25275E-01
Cl 37          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10321E-05  0.30427E-05  0.58256E-05  0.91176E-05  0.38625E-04  0.61146E-04  0.15368E-04  0.96556E-04  0.21415E-03  0.25733E-03  0.55284E-03  0.59233E-03  0.16080E-02  0.81060E-03  0.24640E-01  0.33006E-01
Ar 36          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.14735E-02  0.32430E-02  0.52821E-02  0.56692E-02  0.96689E-02  0.31000E-01  0.19649E-01  0.48735E-01  0.18072E+00  0.22919E+00  0.21941E+00  0.23508E+00  0.14190E+01  0.23610E+01  0.26020E+01  0.26866E+01
Ar 38          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.60462E-05  0.52278E-04  0.62310E-04  0.17001E-03  0.38567E-03  0.35894E-03  0.34841E-04  0.11076E-02  0.15986E-02  0.17789E-02  0.32526E-02  0.34849E-02  0.83380E-03  0.19490E-04  0.39020E-01  0.52712E-01
Ar 40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.70480E-11  0.80111E-10  0.17766E-10  0.39586E-10  0.10569E-09  0.17687E-10  0.46636E-11  0.12950E-09  0.82513E-09  0.10806E-08  0.19268E-09  0.20644E-09  0.10360E-10  0.42870E-11  0.35270E-08  0.47638E-08
K  39          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.18691E-05  0.50215E-05  0.78636E-05  0.19288E-04  0.44045E-04  0.62997E-04  0.13047E-04  0.11768E-03  0.21971E-03  0.25718E-03  0.74599E-03  0.79928E-03  0.50290E-03  0.45900E-04  0.31960E-02  0.43019E-02
K  40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10196E-09  0.11388E-08  0.90974E-09  0.19639E-08  0.12968E-07  0.80400E-08  0.99366E-09  0.10408E-07  0.18831E-07  0.21924E-07  0.31190E-07  0.33418E-07  0.19320E-07  0.16180E-08  0.12290E-07  0.16037E-07
K  41          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.23243E-06  0.35421E-06  0.80509E-06  0.17234E-05  0.94660E-05  0.20768E-04  0.33875E-05  0.27967E-04  0.45234E-04  0.51575E-04  0.12618E-03  0.13519E-03  0.40320E-03  0.19470E-03  0.11260E-02  0.14530E-02
Ca 40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13925E-02  0.29180E-02  0.44089E-02  0.43960E-02  0.62173E-02  0.24798E-01  0.17356E-01  0.37307E-01  0.14880E+00  0.18974E+00  0.17570E+00  0.18825E+00  0.13190E+01  0.23160E+01  0.27520E+01  0.29051E+01
Ca 42          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.14925E-06  0.97653E-06  0.12283E-05  0.36241E-05  0.12832E-04  0.74613E-05  0.86206E-06  0.21676E-04  0.35268E-04  0.40259E-04  0.80056E-04  0.85774E-04  0.24520E-04  0.72540E-06  0.10850E-02  0.14657E-02
