M                     20.          25.          30.          40.
Mrem                 1.94         2.49         3.60         2.95
H__1          0.60703E+01  0.58689E+01  0.73355E+01  0.67856E+01
H__2          0.53001E-12  0.54628E-12  0.36972E-12  0.16921E-15
He_3          0.19781E-03  0.24322E-03  0.27872E-03  0.13887E-03
He_4          0.59333E+01  0.60942E+01  0.76883E+01  0.92255E+01
Li_6          0.17616E-14  0.18143E-14  0.12314E-14  0.31755E-18
Li_7          0.21122E-11  0.42726E-11  0.10644E-06  0.50299E-12
Be_9          0.10954E-14  0.14177E-14  0.20162E-16  0.10898E-21
B_10          0.38743E-09  0.26924E-09  0.39017E-09  0.18334E-09
B_11          0.16779E-08  0.11564E-08  0.17575E-08  0.82587E-09
C_12          0.26965E+00  0.18609E+00  0.14750E+00  0.39335E+00
C_13          0.33058E-02  0.18817E-02  0.40077E-02  0.22358E-02
N_14          0.12799E+00  0.13637E+00  0.18876E+00  0.29237E+00
N_15          0.10591E-03  0.56974E-03  0.37042E-02  0.45136E-04
O_16          0.18277E+01  0.28459E+01  0.44805E+01  0.64713E+01
O_17          0.45249E-02  0.46481E-02  0.88694E-02  0.14085E-01
O_18          0.34935E-01  0.13810E-01  0.15380E-01  0.40735E-01
F_19          0.31940E-04  0.19981E-03  0.25757E-03  0.41634E-04
Ne20          0.50446E+00  0.71495E+00  0.15703E+00  0.15536E+01
Ne21          0.60774E-02  0.43075E-02  0.45681E-03  0.57604E-02
Ne22          0.21051E-01  0.25977E-01  0.22431E-01  0.35187E-01
Na23          0.31966E-01  0.29298E-01  0.57108E-02  0.93944E-01
Mg24          0.10540E+00  0.18802E+00  0.17348E+00  0.28671E+00
Mg25          0.44522E-01  0.50790E-01  0.23842E-01  0.14332E+00
Mg26          0.34143E-01  0.47055E-01  0.33978E-01  0.17262E+00
Al27          0.24793E-01  0.37194E-01  0.40404E-01  0.11655E+00
Si28          0.13717E+00  0.21476E+00  0.49306E+00  0.34939E+00
Si29          0.10241E-01  0.17087E-01  0.70854E-01  0.40748E-01
Si30          0.13273E-01  0.24409E-01  0.98637E-01  0.48417E-01
P_31          0.33781E-02  0.48681E-02  0.19766E-01  0.12354E-01
S_32          0.55876E-01  0.79957E-01  0.19413E+00  0.15331E+00
S_33          0.83918E-03  0.11215E-02  0.24670E-02  0.21250E-02
S_34          0.12215E-01  0.14636E-01  0.32192E-01  0.26435E-01
S_36          0.66355E-04  0.89483E-04  0.46201E-03  0.28505E-03
Cl35          0.43205E-03  0.48865E-03  0.16782E-02  0.10488E-02
Cl37          0.34579E-03  0.45678E-03  0.68627E-03  0.13870E-02
Ar36          0.75767E-02  0.10320E-01  0.23167E-01  0.20409E-01
Ar38          0.36891E-02  0.51568E-02  0.10436E-01  0.15074E-01
Ar40          0.13537E-04  0.14512E-04  0.22942E-04  0.32585E-04
K_39          0.21121E-03  0.27349E-03  0.51492E-03  0.63186E-03
K_40          0.58607E-06  0.76604E-06  0.13781E-05  0.16326E-05
K_41          0.41046E-04  0.50315E-04  0.65145E-04  0.90892E-04
Ca40          0.53178E-02  0.73460E-02  0.16243E-01  0.14343E-01
Ca42          0.83956E-04  0.13416E-03  0.26523E-03  0.44146E-03
Ca43          0.74014E-05  0.91547E-05  0.88481E-05  0.16854E-04
Ca44          0.98318E-04  0.16010E-03  0.21087E-03  0.51977E-03
Ca46          0.44877E-05  0.56571E-05  0.11062E-04  0.12078E-04
Ca48          0.60329E-05  0.66871E-05  0.72217E-05  0.87444E-05
Sc45          0.62180E-05  0.83786E-05  0.10821E-04  0.19338E-04
Ti46          0.32302E-04  0.51476E-04  0.10469E-03  0.17805E-03
Ti47          0.13232E-04  0.17798E-04  0.22503E-04  0.38774E-04
Ti48          0.13550E-03  0.21652E-03  0.34824E-03  0.74722E-03
Ti49          0.12791E-04  0.16270E-04  0.20522E-04  0.42164E-04
Ti50          0.22523E-04  0.31412E-04  0.56196E-04  0.10186E-03
V_50          0.22713E-06  0.36828E-06  0.39970E-06  0.56905E-06
V_51          0.23849E-04  0.31028E-04  0.51311E-04  0.71493E-04
Cr50          0.12457E-03  0.12484E-03  0.45973E-03  0.28165E-03
Cr52          0.98486E-03  0.13219E-02  0.26060E-02  0.31531E-02
Cr53          0.13101E-03  0.14043E-03  0.36892E-03  0.34032E-03
Cr54          0.51180E-04  0.64698E-04  0.85224E-04  0.14487E-03
Mn55          0.75370E-03  0.73290E-03  0.17333E-02  0.13974E-02
Fe54          0.74202E-02  0.64132E-02  0.24280E-01  0.10091E-01
Fe56          0.66804E-01  0.10748E+00  0.15535E+00  0.24858E+00
Fe57          0.23400E-02  0.34881E-02  0.52358E-02  0.10111E-01
Fe58          0.15376E-02  0.20078E-02  0.28236E-02  0.37917E-02
Co59          0.72679E-03  0.95420E-03  0.57573E-03  0.19521E-02
Ni58          0.35003E-02  0.31210E-02  0.80811E-02  0.12133E-01
Ni60          0.24624E-02  0.42553E-02  0.50333E-02  0.10530E-01
Ni61          0.64637E-03  0.89729E-03  0.36471E-03  0.12165E-02
Ni62          0.11432E-02  0.18037E-02  0.32851E-02  0.51517E-02
Ni64          0.12117E-02  0.17804E-02  0.24651E-02  0.52023E-02
Cu63          0.51903E-03  0.73018E-03  0.25413E-03  0.16348E-02
Cu65          0.25642E-03  0.40682E-03  0.27440E-03  0.12332E-02
Zn64          0.64718E-04  0.16794E-03  0.97037E-04  0.46141E-03
Zn66          0.36107E-03  0.61122E-03  0.67019E-03  0.21144E-02
Zn67          0.96969E-04  0.16250E-03  0.79540E-04  0.57760E-03
Zn68          0.47501E-03  0.86142E-03  0.19207E-02  0.34661E-02
Zn70          0.44859E-04  0.65984E-04  0.17964E-03  0.28008E-03
Ga69          0.56415E-04  0.96863E-04  0.70668E-04  0.40991E-03
Ga71          0.36720E-04  0.66873E-04  0.24191E-03  0.26571E-03
Ge70          0.63454E-04  0.10939E-03  0.11296E-03  0.54907E-03
Ge72          0.11670E-03  0.20694E-03  0.38595E-03  0.10260E-02
Ge73          0.31683E-04  0.52177E-04  0.38572E-04  0.25125E-03
Ge74          0.39203E-03  0.62757E-03  0.27743E-02  0.46262E-02
