M                     0.9          1.0          1.2          1.5          1.8          1.9          2.0          2.2          2.5          3.0          3.5          4.0          4.5          5.0          5.5          6.0          6.5          7.0          8.0         10.0         13.0         15.0         18.0         20.0         25.0         30.0         40.0
Mrem                0.473        0.564        0.574        0.600        0.615        0.630        0.640        0.660        0.663        0.682        0.718        0.792        0.852        0.879        0.900        0.929        0.963        1.010        1.120        1.150        1.600        1.500        1.580        1.550        1.804        2.100        2.210
H__1          0.00000E+00 -0.81065E-02 -0.12313E-01 -0.12831E-01 -0.11831E-01 -0.10851E-01 -0.10190E-01 -0.14957E-01 -0.30223E-01 -0.69401E-01 -0.93698E-01 -0.63139E-01 -0.82271E-01 -0.18215E+00 -0.27527E+00 -0.35149E+00 -0.41976E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.61549E+01  0.67872E+01  0.75261E+01  0.79342E+01  0.53161E+01  0.87500E+01  0.35514E+01
H__2          0.00000E+00  0.11868E-17  0.39207E-17  0.39741E-17  0.53669E-17  0.75207E-17  0.84064E-17  0.79981E-17  0.10398E-16  0.13654E-16  0.17155E-16  0.19031E-16  0.18869E-16  0.20493E-16  0.21903E-16  0.23497E-16  0.24562E-16  0.00000E+00  0.00000E+00  0.00000E+00  0.83408E-14  0.10229E-13  0.41634E-15  0.11951E-14  0.20724E-15  0.10810E-14  0.77069E-16
He_3          0.00000E+00  0.13559E-03  0.24202E-03  0.31052E-03  0.32197E-03  0.32034E-03  0.31440E-03  0.28604E-03  0.26301E-03  0.22333E-03  0.20472E-03  0.19101E-03  0.17269E-03  0.82498E-04  0.73058E-05  0.42828E-05  0.44278E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.19582E-03  0.21809E-03  0.22980E-03  0.23792E-03  0.20250E-03  0.21168E-03  0.50543E-04
He_4          0.00000E+00  0.79400E-02  0.11998E-01  0.12394E-01  0.11327E-01  0.10327E-01  0.96545E-02  0.13397E-01  0.23660E-01  0.51488E-01  0.69446E-01  0.48870E-01  0.78523E-01  0.16750E+00  0.25130E+00  0.33136E+00  0.40263E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.42978E+01  0.52495E+01  0.61136E+01  0.67630E+01  0.53453E+01  0.83592E+01  0.47061E+01
Li_6          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13213E-16  0.31690E-16  0.27816E-18  0.10916E-21  0.90882E-18  0.59014E-22  0.34727E-21
Li_7          0.00000E+00 -0.16680E-08 -0.55595E-08 -0.53512E-08 -0.72589E-08 -0.11317E-07 -0.11981E-07 -0.10399E-07 -0.12272E-07 -0.16283E-07 -0.25808E-07 -0.29742E-07 -0.32909E-07 -0.14360E-07 -0.30662E-07 -0.38418E-07 -0.39235E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.56279E-10  0.70931E-12  0.27990E-12  0.43161E-11  0.25534E-12  0.43324E-12  0.57166E-12
Be_9          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.46117E-18  0.15459E-17  0.75642E-17  0.47186E-22  0.31044E-18  0.49156E-22  0.70320E-22
B_10          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11197E-09  0.13553E-09  0.14222E-09  0.14707E-09  0.41038E-10  0.15448E-09  0.69593E-13
B_11          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.42838E-09  0.60192E-09  0.64068E-09  0.65399E-09  0.16969E-09  0.69194E-09  0.32211E-13
C_12          0.00000E+00 -0.17512E-03 -0.46301E-03 -0.80092E-03 -0.11244E-02 -0.12645E-02 -0.13601E-02 -0.62879E-03  0.38214E-02  0.13697E-01  0.18787E-01  0.92211E-02 -0.12293E-02  0.28672E-02 -0.64297E-02 -0.98768E-02 -0.11277E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10728E+00  0.65066E-01  0.13610E+00  0.24494E+00  0.15322E+00  0.25018E+00  0.59576E+00
C_13          0.00000E+00  0.24788E-04  0.39024E-04  0.54915E-04  0.61353E-04  0.69854E-04  0.73953E-04  0.81136E-04  0.90292E-04  0.10971E-03  0.13811E-03  0.17287E-03  0.20393E-03  0.24082E-02  0.60043E-03  0.55319E-03  0.52661E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10017E-02  0.11515E-02  0.13820E-02  0.14462E-02  0.26369E-03  0.19190E-02  0.43106E-03
N_14          0.00000E+00  0.17971E-03  0.50340E-03  0.88313E-03  0.12521E-02  0.14077E-02  0.15174E-02  0.19175E-02  0.22937E-02  0.30930E-02  0.40336E-02  0.50833E-02  0.65383E-02  0.11880E-01  0.34038E-01  0.36214E-01  0.36513E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.48031E-01  0.61489E-01  0.66102E-01  0.71907E-01  0.56100E-01  0.10231E+00  0.58105E-01
N_15          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40866E-04  0.59690E-04  0.15269E-04  0.22435E-03  0.68448E-04  0.65549E-05  0.57164E-05
O_16          0.00000E+00 -0.18226E-05 -0.39991E-05 -0.72001E-05 -0.87377E-05 -0.14319E-04 -0.20636E-04 -0.20514E-03 -0.43497E-03 -0.11239E-02 -0.16942E-02 -0.16855E-02 -0.21860E-02 -0.36451E-02 -0.59858E-02 -0.80712E-02 -0.97138E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.21815E+00  0.16165E+00  0.77030E+00  0.10528E+01  0.30055E+01  0.32162E+01  0.73334E+01
O_17          0.00000E+00  0.32246E-06  0.92655E-06  0.35449E-05  0.92517E-05  0.14835E-04  0.19087E-04  0.45228E-04  0.43224E-04  0.46773E-04  0.48669E-04  0.47893E-04  0.43824E-04  0.38951E-04  0.65724E-04  0.82850E-04  0.10497E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.86843E-03  0.81220E-03  0.87587E-03  0.95078E-03  0.98584E-03  0.16879E-02  0.97219E-03
O_18          0.00000E+00 -0.42390E-06 -0.18372E-05 -0.36016E-05 -0.54179E-05 -0.62375E-05 -0.67620E-05 -0.82290E-05 -0.98940E-05 -0.13680E-04 -0.17757E-04 -0.20165E-04 -0.23352E-04 -0.88506E-04 -0.99152E-04 -0.10929E-03 -0.11931E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.35013E-02  0.25381E-02  0.11743E-01  0.52196E-02  0.39481E-02  0.61792E-02  0.12312E-01
