1E-6  0       38Ar    7.68E-05  1.32E-04  1.26E-04  1.03E-04  9.88E-05  7.87E-05
1E-6  0       40Ar    2.52E-10  7.14E-11  1.34E-10  5.14E-11  9.37E-11  6.14E-10
1E-6  0       39K     2.16E-05  3.23E-05  1.95E-05  1.56E-05  1.97E-05  1.66E-05
1E-6  0       40K     4.81E-09  3.02E-09  5.98E-09  2.58E-09  3.38E-09  1.76E-09
1E-6  0       41K     8.85E-07  1.86E-06  1.69E-06  1.69E-06  2.98E-06  2.55E-06
1E-6  0       40Ca    4.47E-03  5.92E-03  1.08E-02  1.24E-02  1.95E-02  2.09E-02
1E-6  0       42Ca    1.78E-06  4.54E-06  2.24E-06  2.52E-06  1.90E-06  1.67E-06
1E-6  0       43Ca    3.34E-07  2.25E-07  4.38E-08  6.57E-09  2.65E-09  2.44E-09
1E-6  0       44Ca    7.92E-05  5.17E-05  3.75E-05  2.06E-05  1.51E-05  1.17E-05
1E-6  0       46Ca    2.14E-12  1.94E-12  2.67E-12  3.18E-12  1.12E-11  3.75E-10
1E-6  0       48Ca    7.95E-11  9.27E-11  1.24E-10  1.54E-10  1.85E-10  2.10E-10
1E-6  0       45Sc    5.64E-08  1.05E-07  8.60E-08  9.35E-08  1.35E-07  1.38E-07
1E-6  0       46Ti    1.72E-06  4.25E-06  1.36E-06  1.79E-06  1.18E-06  1.07E-06
1E-6  0       47Ti    9.59E-07  6.51E-07  2.40E-07  6.92E-08  4.05E-08  4.24E-08
1E-6  0       48Ti    2.20E-04  1.59E-04  1.85E-04  1.86E-04  1.95E-04  2.28E-04
1E-6  0       49Ti    2.81E-06  5.38E-06  6.18E-06  8.09E-06  8.00E-06  9.56E-06
1E-6  0       50Ti    1.03E-10  1.17E-10  1.61E-10  2.03E-10  3.32E-10  6.35E-10
1E-6  0       50V     2.90E-11  3.82E-11  3.05E-11  2.08E-11  1.38E-11  1.86E-11
1E-6  0       51V     3.96E-06  1.29E-05  1.09E-05  1.20E-05  9.78E-06  1.10E-05
1E-6  0       50Cr    7.15E-06  4.39E-05  1.88E-05  2.10E-05  1.18E-05  1.31E-05
1E-6  0       52Cr    1.10E-03  1.27E-03  2.13E-03  2.81E-03  3.29E-03  4.04E-03
1E-6  0       53Cr    6.11E-05  1.16E-04  1.41E-04  1.82E-04  1.78E-04  2.17E-04
1E-6  0       54Cr    6.72E-10  3.29E-09  8.84E-10  1.60E-09  1.47E-09  2.30E-09
1E-6  0       55Mn    1.94E-04  5.54E-04  5.73E-04  6.16E-04  5.46E-04  6.33E-04
1E-6  0       54Fe    6.25E-04  3.45E-03  2.05E-03  2.18E-03  1.42E-03  1.62E-03
1E-6  0       56Fe    1.00E-01  1.00E-01  1.00E-01  1.00E-01  1.00E-01  1.00E-01
1E-6  0       57Fe    3.23E-03  3.13E-03  2.02E-03  1.65E-03  1.07E-03  8.15E-04
1E-6  0       58Fe    3.61E-09  5.48E-09  7.29E-09  9.33E-09  3.22E-08  7.62E-08
1E-6  0       59Co    1.80E-04  1.62E-04  5.36E-05  8.58E-06  7.12E-06  4.23E-06
1E-6  0       58Ni    1.79E-03  1.90E-03  5.74E-04  3.76E-04  3.39E-04  2.93E-04
1E-6  0       60Ni    3.36E-03  2.55E-03  1.68E-03  1.17E-03  4.26E-04  1.19E-04
1E-6  0       61Ni    1.66E-04  1.14E-04  6.33E-05  3.60E-05  9.13E-06  2.12E-06
1E-6  0       62Ni    7.89E-04  5.52E-04  1.94E-04  6.25E-05  1.29E-05  3.31E-06
1E-6  0       64Ni    4.33E-10  5.07E-10  6.82E-10  8.71E-10  1.22E-09  7.83E-09
1E-6  0       63Cu    6.56E-06  1.82E-06  1.37E-06  1.50E-05  3.35E-06  3.09E-07
1E-6  0       65Cu    2.09E-06  1.13E-06  6.06E-07  4.10E-07  1.12E-07  1.02E-08
1E-6  0       64Zn    5.22E-05  2.47E-05  2.49E-05  4.33E-05  1.31E-05  9.05E-07
1E-6  0       66Zn    2.53E-05  1.32E-05  5.08E-06  2.25E-06  3.31E-07  2.51E-08
1E-6  0       67Zn    6.14E-08  2.47E-08  6.22E-09  1.61E-09  3.04E-10  3.19E-10
