        13
  .13000E+02
  .15000E+02
  .18000E+02
  .20000E+02
  .25000E+02
  .30000E+02
  .40000E+02
  .50000E+02
  .60000E+02
  .70000E+02
  .80000E+02
  .90000E+02
  .10000E+03
  .19300E+01  .48667E+00  .75667E+00  .39300E-02  .62490E-03
  .14400E-03  .86200E-01  .80400E-01  .70000E-01  .00000E+00
  .00000E+00  .24069E-01  .29378E-02  .15700E+01  .37800E-02
  .17600E-03  .50200E-05  .21200E-07
  .25605E-02  .80710E-04  .16500E-04  .94000E-03  .13300E-03
  .51040E-05  .12573E-03
  .21000E+01  .61000E+00  .10500E+01  .49900E-02  .92100E-03
  .24500E-02  .68200E-01  .73200E-01  .70000E-01  .00000E+00
  .00000E+00  .32277E-01  .44334E-02  .14800E+01  .13700E-02
  .13200E-03  .78600E-05  .40300E-07
  .20805E-02  .93790E-04  .10800E-04  .11731E-02  .18600E-03
  .37820E-05  .12313E-03
  .22410E+01  .82300E+00  .18630E+01  .38170E-02  .65433E-03
  .20800E-02  .15700E+00  .11600E+00  .70000E-01  .00000E+00
  .00000E+00  .41088E-01  .44181E-02  .16500E+01  .31400E-02
  .16100E-03  .19300E-04  .55400E-07
  .19877E-02  .88860E-04  .12400E-04  .12207E-02  .17400E-03
  .40830E-05  .95558E-04
  .23350E+01  .96500E+00  .24050E+01  .30350E-02  .47655E-03
  .23100E-02  .16500E+00  .10300E+00  .82400E-01  .00000E+00
  .00000E+00  .43028E-01  .48997E-02  .18800E+01  .15000E-02
  .37000E-03  .23100E-04  .18500E-06
  .39698E-02  .17594E-03  .24200E-04  .70810E-03  .82200E-04
  .12524E-04  .38534E-03
  .25700E+01  .13200E+01  .37600E+01  .10800E-02  .32100E-04
  .44200E-03  .15300E+00  .23100E+00  .96000E-01  .00000E+00
  .00000E+00  .91957E-01  .10276E-01  .28000E+01  .89300E-03
  .23800E-03  .37600E-04  .22000E-06
  .35440E-02  .15429E-03  .18600E-04  .13080E-02  .20200E-03
  .87910E-05  .26677E-03
  .34867E+01  .14233E+01  .50300E+01  .34053E-01  .30173E-03
  .73600E-03  .21700E+00  .24700E+00  .15900E+00  .00000E+00
  .00000E+00  .85472E-01  .84038E-02  .32700E+01  .15500E-02
  .51900E-03  .20500E-04  .69500E-07
  .69037E-02  .31373E-03  .37100E-04  .16193E-02  .24700E-03
  .18590E-04  .59051E-03
  .53200E+01  .16300E+01  .75700E+01  .10000E+00  .84100E-03
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .43250E+01  .12100E+01  .12235E+02  .56000E-01  .54000E-03
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .33300E+01  .79000E+00  .16900E+02  .12000E-01  .23900E-03
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .41220E+01  .87400E+00  .20620E+02  .63200E-01  .27194E-02
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .49140E+01  .95800E+00  .24340E+02  .11440E+00  .51998E-02
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .53100E+01  .10000E+01  .26200E+02  .14000E+00  .64400E-02
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .53100E+01  .10000E+01  .26200E+02  .14000E+00  .64400E-02
  .32800E-03  .33700E+00  .72000E+00  .25600E+00  .00000E+00
  .00000E+00  .26194E+00  .28795E-01  .55300E+01  .75200E-02
  .51900E-03  .13100E-03  .62800E-06
  .99661E-02  .38692E-03  .34800E-04  .28723E-02  .36800E-03
  .22460E-04  .69551E-03
  .20555E+01  .35145E+00  .42136E+01  .23065E-01  .21041E-02
  .14400E-03  .86200E-01  .80400E-01  .70000E-01  .00000E+00
  .00000E+00  .24069E-01  .29378E-02  .15700E+01  .37800E-02
  .17600E-03  .50200E-05  .21200E-07
  .25605E-02  .80710E-04  .16500E-04  .94000E-03  .13300E-03
  .51040E-05  .12573E-03
  .23682E+01  .48618E+00  .33955E+01  .33332E-01  .30886E-02
  .24500E-02  .68200E-01  .73200E-01  .70000E-01  .00000E+00
  .00000E+00  .32277E-01  .44334E-02  .14800E+01  .13700E-02
  .13200E-03  .78600E-05  .40300E-07
  .20805E-02  .93790E-04  .10800E-04  .11731E-02  .18600E-03
  .37820E-05  .12313E-03
  .28373E+01  .68827E+00  .21682E+01  .48733E-01  .45655E-02
