#
# Initial mass = 1.000, Z =  0.0300, Y =  0.300, M_mix = 0.00E+00
#
# Initial abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 6.75880E-01
 he   2  11.050125  0.120125 -0.209348 -0.209351 3.01244E-01
  c   6   8.799475  0.329474  0.000002 -0.000001 5.07532E-03
  n   7   8.199431  0.329432 -0.000041 -0.000044 1.48657E-03
  o   8   9.059475  0.329475  0.000003  0.000000 1.23020E-02
  f   9   4.789476  0.329476  0.000004  0.000001 7.84500E-07
 ne  10   8.299483  0.329484  0.000011  0.000008 2.69658E-03
 na  11   6.639471  0.329471 -0.000002 -0.000005 6.72076E-05
 mg  12   7.969477  0.329477  0.000004  0.000001 1.51908E-03
 al  13   6.799474  0.329474  0.000002 -0.000001 1.14014E-04
 si  14   7.879474  0.329474  0.000001 -0.000001 1.42683E-03
  p  15   5.799474  0.329474  0.000002 -0.000001 1.30882E-05
  s  16   7.489477  0.329477  0.000005  0.000002 6.63617E-04
 cl  17   5.559466  0.329466 -0.000006 -0.000009 8.62042E-06
 ar  18   6.769477  0.329477  0.000005  0.000002 1.57537E-04
  k  19   5.408908  0.328908 -0.000565 -0.000567 6.72158E-06
 ca  20   6.619474  0.329474  0.000001 -0.000001 1.11889E-04
 sc  21   3.379478  0.329478  0.000005  0.000002 7.22228E-08
 ti  22   5.239472  0.329473  0.000000 -0.000003 5.57080E-06
  v  23   4.288372  0.328372 -0.001101 -0.001103 6.63524E-07
 cr  24   5.950182  0.310182 -0.019290 -0.019293 3.10857E-05
 mn  25   5.809469  0.329469 -0.000004 -0.000007 2.37547E-05
 fe  26   7.869473  0.329473  0.000000 -0.000003 2.77246E-03
 co  27   5.199487  0.329487  0.000014  0.000011 6.25539E-06
 ni  28   6.529481  0.329481  0.000009  0.000006 1.33191E-04
 cu  29   4.579468  0.329468 -0.000005 -0.000008 1.61795E-06
 zn  30   4.959472  0.329472  0.000000 -0.000003 3.99501E-06
 ga  31   3.409478  0.329478  0.000006  0.000003 1.20023E-07
 ge  32   3.875090  0.295090 -0.034383 -0.034386 3.65321E-07
 as  33   2.629470  0.329470 -0.000003 -0.000005 2.14037E-08
 se  34   3.625543  0.285543 -0.043930 -0.043933 2.23542E-07
 br  35   2.869473  0.329473  0.000000 -0.000003 3.96689E-08
 kr  36   3.577895  0.327895 -0.001577 -0.001580 2.12587E-07
 rb  37   2.689473  0.329473  0.000001 -0.000002 2.80340E-08
 sr  38   3.207044  0.327044 -0.002429 -0.002432 9.46359E-08
  y  39   2.499472  0.329472 -0.000001 -0.000004 1.88283E-08
 zr  40   2.859474  0.329474  0.000002 -0.000001 4.42580E-08
 nb  41   1.739470  0.329471 -0.000002 -0.000005 3.41919E-09
 mo  42   2.148286  0.208286 -0.121187 -0.121190 9.05097E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   1.958526  0.198526 -0.130947 -0.130950 6.15966E-09
 rh  45   1.389479  0.329479  0.000006  0.000003 1.69172E-09
 pd  46   1.920285  0.270285 -0.059187 -0.059190 5.93905E-09
 ag  47   1.529461  0.329461 -0.000012 -0.000015 2.44772E-09
 cd  48   1.999756  0.289756 -0.039717 -0.039720 7.53309E-09
 in  49   1.070432  0.310432 -0.019041 -0.019044 9.05421E-10
 sn  50   2.337038  0.267038 -0.062434 -0.062437 1.72955E-08
 sb  51   1.096947  0.086947 -0.242526 -0.242529 1.02061E-09
 te  52   2.042102 -0.137898 -0.467371 -0.467374 9.42674E-09
  i  53   1.879476  0.329476  0.000003  0.000000 6.44703E-09
 xe  54   2.532392  0.292392 -0.037081 -0.037084 2.99945E-08
 cs  55   1.409473  0.329473  0.000001 -0.000002 2.28783E-09
 ba  56   2.508575  0.328575 -0.000897 -0.000900 2.96989E-08
 la  57   1.499082  0.329082 -0.000391 -0.000394 2.93908E-09
 ce  58   1.907578  0.327578 -0.001894 -0.001897 7.59408E-09
 pr  59   1.089474  0.329474  0.000001 -0.000002 1.16096E-09
 nd  60   1.754472  0.304472 -0.025001 -0.025004 5.49498E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   1.139758  0.199758 -0.129714 -0.129717 1.39091E-09
 eu  63   0.839476  0.329476  0.000003  0.000000 7.04085E-10
 gd  64   1.379475  0.329475  0.000002 -0.000001 2.52624E-09
 tb  65   0.649478  0.329478  0.000005  0.000003 4.75422E-10
 dy  66   1.458819  0.328819 -0.000653 -0.000656 3.13387E-09
 ho  67   0.799475  0.329475  0.000002 -0.000001 6.96920E-10
 er  68   1.241850  0.321850 -0.007623 -0.007626 1.95726E-09
 tm  69   0.449482  0.329482  0.000009  0.000007 3.18866E-10
 yb  70   1.188442  0.268442 -0.061030 -0.061033 1.79060E-09
 lu  71   0.419468  0.329468 -0.000005 -0.000007 3.08200E-10
 hf  72   1.038769  0.328769 -0.000704 -0.000707 1.30855E-09
 ta  73   0.209404  0.329404 -0.000069 -0.000071 1.96502E-10
  w  74   0.978951  0.328951 -0.000521 -0.000524 1.17436E-09
 re  75   0.589470  0.329470 -0.000003 -0.000005 4.85149E-10
 os  76   1.679386  0.329386 -0.000086 -0.000089 6.09641E-09
 ir  77   1.649464  0.329464 -0.000009 -0.000012 5.74996E-09
 pt  78   1.917125  0.297125 -0.032348 -0.032351 1.08079E-08
 au  79   1.129472  0.329472 -0.000001 -0.000004 1.77940E-09
 hg  80   1.467864  0.297864 -0.031608 -0.031611 3.94987E-09
